meet,event,bracket,gender,dref,diver,club,round,dive_code,position,M,DD,j1,j2,j3,total
meet6,19,E1,F,1069,Grace Rothwell,Burscough Diving Club,8,21,C,3,1.3,7.0,7.0,7.5,21.5
meet6,19,E1,F,1069,Grace Rothwell,Burscough Diving Club,9,101,A,0,1.0,6.0,5.0,5.5,16.5
meet6,19,E1,F,1069,Grace Rothwell,Burscough Diving Club,10,200,C,0,1.0,7.0,6.0,6.5,19.5
meet6,19,E1,F,1069,Grace Rothwell,Burscough Diving Club,11,101,C,0,1.0,6.0,5.5,6.5,18.0
meet6,19,E1,F,1069,Grace Rothwell,Burscough Diving Club,12,100,B,0,1.0,5.5,6.5,6.0,18.0
meet6,19,E1,F,982,Octavia Steer,Cambridge Dive Team,1,101,A,0,1.0,6.0,6.0,5.0,17.0
meet6,19,E1,F,982,Octavia Steer,Cambridge Dive Team,2,200,C,0,1.0,6.5,6.0,6.5,19.0
meet6,19,E1,F,982,Octavia Steer,Cambridge Dive Team,3,101,C,0,1.0,4.5,5.5,5.5,15.5
meet6,19,E1,F,982,Octavia Steer,Cambridge Dive Team,4,100,B,0,1.0,6.0,6.0,6.0,18.0
meet6,19,E1,F,982,Octavia Steer,Cambridge Dive Team,5,100,A,1,1.0,7.0,6.5,6.5,20.0
meet6,19,E1,F,982,Octavia Steer,Cambridge Dive Team,6,200,A,1,1.0,7.5,7.0,7.0,21.5
meet6,19,E1,F,982,Octavia Steer,Cambridge Dive Team,7,401,C,1,1.4,5.5,5.5,6.0,17.0
meet6,19,E1,F,982,Octavia Steer,Cambridge Dive Team,8,201,C,1,1.5,4.0,5.0,4.0,13.0
meet6,19,E1,F,982,Octavia Steer,Cambridge Dive Team,9,10,A,3,1.2,8.0,7.0,7.0,22.0
meet6,19,E1,F,982,Octavia Steer,Cambridge Dive Team,10,11,C,3,1.2,6.5,7.0,7.0,20.5
meet6,19,E1,F,982,Octavia Steer,Cambridge Dive Team,11,20,A,3,1.4,6.0,6.5,6.0,18.5
meet6,19,E1,F,982,Octavia Steer,Cambridge Dive Team,12,21,C,3,1.3,6.5,7.0,6.5,20.0
meet6,30,E1,M,1071,Austin Bolitho,Plymouth Diving,1,100,A,1,1.0,6.0,6.5,6.5,19.0
meet6,30,E1,M,1071,Austin Bolitho,Plymouth Diving,2,200,A,1,1.0,6.0,5.5,5.0,16.5
meet6,30,E1,M,1071,Austin Bolitho,Plymouth Diving,3,103,C,1,1.6,6.0,7.0,7.5,20.5
meet6,30,E1,M,1071,Austin Bolitho,Plymouth Diving,4,301,C,1,1.6,4.5,6.0,6.0,16.5
meet6,30,E1,M,1071,Austin Bolitho,Plymouth Diving,5,10,A,3,1.2,7.0,6.5,6.5,20.0
meet6,30,E1,M,1071,Austin Bolitho,Plymouth Diving,6,11,C,3,1.2,7.5,8.0,7.5,23.0
meet6,30,E1,M,1071,Austin Bolitho,Plymouth Diving,7,20,A,3,1.4,7.0,7.0,7.5,21.5
meet6,30,E1,M,1071,Austin Bolitho,Plymouth Diving,8,21,C,3,1.3,7.0,7.5,7.0,21.5
meet6,30,E1,M,1071,Austin Bolitho,Plymouth Diving,9,101,A,0,1.0,7.5,7.0,7.0,21.5
meet6,30,E1,M,1071,Austin Bolitho,Plymouth Diving,10,200,C,0,1.0,6.5,7.0,7.0,20.5
meet6,30,E1,M,1071,Austin Bolitho,Plymouth Diving,11,101,C,0,1.0,7.0,7.0,7.5,21.5
meet6,30,E1,M,1071,Austin Bolitho,Plymouth Diving,12,100,B,0,1.0,7.0,7.0,6.5,20.5
meet6,30,E1,M,1008,Ray Simpson,Southend Diving,1,101,A,0,1.0,7.0,5.5,6.0,18.5
meet6,30,E1,M,1008,Ray Simpson,Southend Diving,2,200,C,0,1.0,7.5,7.5,7.0,22.0
meet6,30,E1,M,1008,Ray Simpson,Southend Diving,3,101,C,0,1.0,7.5,7.0,7.0,21.5
meet6,30,E1,M,1008,Ray Simpson,Southend Diving,4,100,B,0,1.0,6.0,6.0,6.5,18.5
meet6,30,E1,M,1008,Ray Simpson,Southend Diving,5,100,A,1,1.0,6.5,6.0,5.5,18.0
meet6,30,E1,M,1008,Ray Simpson,Southend Diving,6,200,A,1,1.0,8.0,7.5,7.0,22.5
meet6,30,E1,M,1008,Ray Simpson,Southend Diving,7,103,C,1,1.6,4.5,5.0,5.0,14.5
meet6,30,E1,M,1008,Ray Simpson,Southend Diving,8,201,C,1,1.5,3.5,3.0,3.5,10.0
meet6,30,E1,M,1008,Ray Simpson,Southend Diving,9,10,A,3,1.2,8.5,8.0,7.5,24.0
meet6,30,E1,M,1008,Ray Simpson,Southend Diving,10,11,C,3,1.2,7.5,7.5,7.0,22.0
meet6,30,E1,M,1008,Ray Simpson,Southend Diving,11,20,A,3,1.4,6.0,5.0,6.5,17.5
meet6,30,E1,M,1008,Ray Simpson,Southend Diving,12,21,C,3,1.3,7.0,7.5,6.5,21.0
meet6,20,E2,F,928,Lyla Hill,Corby Steel Diving Club,1,101,A,0,1.0,7.0,6.0,6.5,19.5
meet6,20,E2,F,928,Lyla Hill,Corby Steel Diving Club,2,200,C,0,1.0,6.5,6.5,6.5,19.5
meet6,20,E2,F,928,Lyla Hill,Corby Steel Diving Club,3,101,C,0,1.0,6.5,6.0,6.0,18.5
meet6,20,E2,F,928,Lyla Hill,Corby Steel Diving Club,4,100,B,0,1.0,6.5,6.5,6.5,19.5
meet6,20,E2,F,928,Lyla Hill,Corby Steel Diving Club,5,100,A,1,1.0,7.5,7.0,8.0,22.5
meet6,20,E2,F,928,Lyla Hill,Corby Steel Diving Club,6,200,A,1,1.0,8.5,9.0,9.0,26.5
meet6,20,E2,F,928,Lyla Hill,Corby Steel Diving Club,7,103,C,1,1.6,5.5,7.0,6.5,19.0
meet6,20,E2,F,928,Lyla Hill,Corby Steel Diving Club,8,201,C,1,1.5,7.5,8.0,8.0,23.5
meet6,20,E2,F,928,Lyla Hill,Corby Steel Diving Club,9,10,A,3,1.2,9.0,9.0,8.5,26.5
meet6,20,E2,F,928,Lyla Hill,Corby Steel Diving Club,10,11,C,3,1.2,8.5,9.0,8.5,26.0
meet6,20,E2,F,928,Lyla Hill,Corby Steel Diving Club,11,20,A,3,1.4,8.0,8.0,8.0,24.0
meet6,20,E2,F,928,Lyla Hill,Corby Steel Diving Club,12,21,C,3,1.3,6.5,8.0,7.5,22.0
meet6,20,E2,F,1077,Annabel Hopwood,City of Sheffield Diving Club,1,100,A,1,1.0,7.0,6.5,6.5,20.0
meet6,20,E2,F,1077,Annabel Hopwood,City of Sheffield Diving Club,2,200,A,1,1.0,8.0,9.0,9.0,26.0
